Mã,Công ty,Ngành,Khối lượng NY/ĐKGD,TtDT_QG4_YoY,TtDT_QG3_YoY,TtDT_QG2_YoY,TtDT_QG1_YoY,TtLN_QG4_YoY,TtLN_QG3_YoY,TtLN_QG2_YoY,TtLN_QG1_YoY,TtDT_QG3,TtDT_QG2,TtDT_QG1,TtLN_QG3,TtLN_QG2,TtLN_QG1,TtTN_QG3,TtTN_QG2,TtTN_QG1,TtTV_QG3,TtTV_QG2,TtTV_QG1,TtEPS_QG3,TtEPS_QG2,TtEPS_QG1,TtBVPS_QG3,TtBVPS_QG2,TtBVPS_QG1,TtPE_QG3,TtPE_QG2,TtPE_QG1
ADG,Công ty Cổ phần Clever Group,Dịch vụ truyền thông,21380521,-11.358346070134317,-30.211241905505528,-22.271820390799064,-31.32474846548124,66.8592948509837,-145.4308093994778,-68.33058511967221,-325.34222534222533,-49.898859426788846,-38.99639305907584,-47.10104308832131,-104.73966845668923,-75.33660207020002,-124.98248890964277,2.877731725697061,12.57300301431801,10.576017332328561,-0.9854263205965098,0.9527416906201222,-1.2502634625547162,-9.194053208137715,-36.58059467918623,-54.85133020344288,-0.9861546499477534,0.9535005224660397,-1.2539184952978057,78.12840043525573,139.6082698585419,144.28726877040262
ADP,Công ty Cổ phần Sơn Á Đông,Vật liệu xây dựng & Nội thất,23039850,52.40113684087158,-26.43659438732227,-41.26277093158202,12.628396104762329,15.651769087523277,5.2254913097807565,-18.75368586593277,110.09313406974226,-30.536650388997835,-43.88754309737122,-2.6069904256546312,-25.424684002898317,-33.4514129297158,56.187102487722406,-26.881022104666542,-40.093047421122236,-3.8990175703759684,-1.8332466076932314,-5.531033830277316,1.528311979418732,1.1337868480725624,-3.5714285714285716,21.428571428571427,-1.836016096579477,-5.533199195171026,1.5258215962441315,16.207276736493924,23.153252480705618,-7.386990077177508
ADS,Công ty Cổ phần Damsan,Hàng May mặc,58394727,-24.27418618359333,-33.73344426705044,66.92705179942519,-5.2280901952670265,-83.80379232936906,-49.492773491050094,58.5304054054054,-6.24274099883856,-19.22872413320543,85.13964643003975,24.28614499109223,280.27130639929226,619.5812444706577,376.1132409318785,-1.595874425184801,0.38885879123841705,10.53160296092412,13.3116131100568,17.328167110734793,40.89645006266039,-23.460790667530784,-15.813350615683733,-24.627349319507452,-2.3034047411187966,1.155060103418172,5.634275737022363,72.13114754098362,116.39344262295083,101.63934426229511
AGG,CTCP Đầu tư và Phát triển Bất động sản An Gia,Bất động sản,125118368,2504.622946148732,390.7511862314193,-66.32670835273667,-38.1239997401539,356.9720682534507,-186.4271048183964,255.06912442396313,-36.12997090203686,150.74943275206184,-91.36470418783496,-23.588853954053146,-541.4902725586263,-89.00489939589973,81.67245397897541,7.635796042307635,1.180625554141336,-13.379030295566471,-13.872019187168107,-13.482145537450844,-9.282582557435896,-105.5483536427275,-104.3557168784029,-113.63754213119005,-23.10081897768992,-22.751341428974865,-19.00240045184976,2.5294748124329995,2.5294748124329995,2.5294748124329995
AGM,Công ty Cổ phần xuất nhập khẩu An Giang,Thực phẩm,18200000,-77.222396703559,-84.37818410045944,-88.07851788964076,-68.51493148718006,-498.5445010260698,-337.9049832921691,225.99716541810082,-110.03063308373044,-56.070750970702434,-55.235726261913165,-38.32096055418285,-84.38587625032181,-69.29428928322828,-102.81006550780468,-2.932720453750003,-2.0302294585133036,7.0072425238145275,-5.895255379828883,-18.127819548872182,-38.81591910811512,16.94735446227291,33.21840604694338,9.653892056756398,-5.893733484333711,-18.124764061910156,-38.81653454133635,0.0,0.0,0.0
AGR,Công ty Cổ phần Chứng khoán Agribank,Môi giới chứng khoán,215391309,-23.214861899845122,-16.93009357552882,1.4350619923540826,18.304084558779966,-43.84054756321694,-12.443506480578176,93.0235796509469,-11.455855141422152,-11.216632173885639,-8.294025570181429,4.883967685341793,-0.7448033042182951,-6.143498769946058,-39.519714717764685,-5.444036756826963,98.22515180050004,145.08036497061403,1.7167483374519115,-2.521683102937225,-1.652797249422458,-4.617604617604617,8.369408369408369,5.627705627705628,-0.2621786197564276,-4.414749661705007,-3.5690121786197566,31.330868761552686,74.02957486136782,119.22365988909425
ANV,Công ty Cổ phần Nam Việt,Nuôi trồng nông & hải sản,133539625,8.1651384818981,-5.247020919184231,-17.012046182440105,-11.291114265001026,99.08424908424908,-55.296423559018535,-121.20753838994881,-99.13345899150973,0.9542253244182581,-6.116078334042659,-3.9726325485305596,-13.287835833505435,-147.91694046523853,-99.02465125884761,3.6116343383163474,-3.385677541627183,-8.112707652439614,5.272737555265885,3.5016964453926387,3.5377452594421697,-17.264150943396228,-60.867924528301884,-78.49056603773585,0.5248764996471419,-1.1644318983768525,-1.1291460832745237,62.8235294117647,306.5882352941176,643.0588235294117
APG,Công ty Cổ phần Chứng khoán APG,Môi giới chứng khoán,153621942,-98.82291365867745,-57.057278072074695,84.19991065747973,5.201463171312975,-183.8750190487701,-45.527496474810924,-185.52139106929354,-86.88243576923861,1438.7611162220178,4072.7690892364303,1064.1521005826435,-126.62281113930395,-141.22858127368983,-95.97280957303512,-23.139547590427277,67.64288055950169,-7.354387498634029,3.932490740686335,8.137815409143169,11.160402715673621,14.948096885813149,-52.52595155709343,-72.80276816608996,3.9354284076798165,8.138313114910689,5.864934568726717,0.0,0.0,0.0
APH,Công ty cổ phần Tập đoàn An Phát Holdings,Containers & Đóng gói,243884268,-12.435546644728884,-7.993217077430918,-36.1092525983583,4.321875232259693,-616.1907522829396,-135.50009962143852,-162.07724497496056,173.47866791493914,2.8585388835278986,-18.919968754988197,-0.7727819676213948,-89.9935415028642,-74.59002583398855,-128.7094237897338,0.0009862347085899134,-0.786394924009025,0.9216204281658452,-2.941962954941592,-2.9701259583133206,-1.7288120151492024,194.82758620689654,529.3103448275862,437.9310344827586,-2.9392273808131604,-2.9704128172143607,-1.7268935407164854,0.0,0.0,0.0
ASG,Cổ phiếu Công ty Cổ phần Tập đoàn ASG,"Kho bãi, hậu cần và bảo dưỡng",75653891,255.97763999955635,166.8630849220104,91.15476912303475,-10.840443815781468,-32.70346229743467,-194.42931081449197,-88.58369098712447,-106.85606209858544,-10.045240268824408,-30.25879178571317,-26.941795216121985,-284.81428825306557,-77.54576150701972,-146.38350808601385,-10.842872931444266,-12.555749817956006,-10.955167277176304,-0.27801692918658455,-0.042746606099864165,2.645916523859111,-32.54744105807936,-47.441058079355955,-109.3156986774008,-0.277077043960134,-0.041354782680617014,2.646706091559489,43.79084967320261,68.10457516339868,59.95331465919701
ASM,Công ty Cổ phần Tập đoàn Sao Mai,Nuôi trồng nông & hải sản,336526752,16.834213815062878,-4.957136812613997,-18.860808088865845,-14.040213321148565,-67.69511321771616,-66.83395908359513,-65.35722124434614,-70.29449339928588,-4.201617862183366,2.2187034616522445,-9.724571493893917,58.27772191242344,83.96791297193528,3.622360362007496,2.1886921961888053,2.054030063984255,2.7210321807625957,1.0869860507389402,-0.7821070298311826,-0.04444876957260435,-22.755741127348642,-46.29436325678497,-62.94363256784969,1.0873302389547876,-0.7821901323706378,-0.04727522778064294,35.57213930348261,156.46766169154233,252.2388059701493
ASP,Công ty Cổ phần Tập đoàn Dầu khí An Pha,Phân phối xăng dầu & khí đốt,37339929,-5.472437905870664,-21.416613262561032,-25.411633602328152,8.892607811947684,190.8289747080318,82.82097649186257,-105.24434389140272,-8.0370942812983,-4.6157598954756365,-17.033576776830433,3.203466557228764,-95.01860018230643,-97.14468724594121,-139.57773890763963,1.2875582548761724,2.3843694771914916,6.094623408783961,-1.2213573694090232,-1.2814340734028093,-4.140640170884847,43.85964912280702,1135.0877192982457,1201.7543859649122,-1.2235649546827794,-1.283987915407855,-4.138972809667674,-24.124599580249647,-90.27946537059537,-91.09687396443168
AST,Công ty Cổ phần Dịch vụ Hàng không Taseco,Phân phối hàng chuyên dụng,45000000,674.0889238920312,288.8205825414887,94.77520451151283,54.07621908394472,-214.42942269494458,-221.31340196493207,126.69233004067402,129.2793496951696,21.67882941628051,21.232553622464554,31.89045201032215,44.50417156615712,74.7634246038412,64.25331765496388,-20.46567038381743,5.711877593360996,19.032028008298756,7.509100409683099,16.006182570245503,22.905808015386167,203.69649805447472,278.988326848249,350.58365758754866,7.508397549891326,16.004742145820984,22.900612527168544,-67.90903348073279,-72.57467737568811,-77.43885930872665
BAF,Công ty Cổ phần Nông nghiệp BAF Việt Nam,Nuôi trồng nông & hải sản,143520000,-49.67874983223165,60.14549804214308,-46.94325896430911,0.8010528932413508,257.6252352767762,-91.44077649610054,-96.36419605294661,-72.606230171617,12.426711786073168,-57.46410668211395,-14.658528364850413,-95.84532853102688,-97.97783160644761,-93.04637861282673,-6.444743231554287,21.0714774154244,32.32868634517253,0.3906665050854992,9.125641035949704,9.697569447834649,-27.51400766735476,-54.37923916248894,-63.344146269537006,0.38740520936366635,9.124629080118694,9.693372898120673,12.68882175226586,95.77039274924473,178.85196374622356
BBC,Công ty Cổ phần Bibica,Thực phẩm,18752687,52.19202992909504,-21.5552035629312,-12.403129859139664,7.18942453021724,111.86278375485833,-97.71592914967435,-104.7252362618131,6.179851865315581,-64.77527546518462,-68.73274855106429,-36.366761154386985,-92.01850473253216,-99.64107199829841,-37.8735509943635,17.836643613528985,1.7471109732666847,34.6401253489187,1.02315291988235,0.366436325403738,-0.7367174225833022,-68.31062941234961,-66.71969772297902,-66.00377846276226,1.023266132386789,0.3674329608163944,-0.7362524611075677,228.41121495327104,234.01869158878512,203.92523364485987
BCE,Công ty Cổ phần Xây dựng và Giao thông Bình Dương,Xây dựng,35000000,408.15821531901935,37.19636565918783,1452.6751241036955,-285.4554504728721,-2197.3803071364046,-1622.4862888482633,-87.43252489926253,-1978.032786885246,-94.45697204887514,-78.91117220919517,-58.131747113864684,-64.13127745714532,-92.88052373158756,-75.32948574381945,8.684636707766595,15.880932746475375,19.521637903340654,-7.823602978795975,-8.2934455119095,-10.158035358990393,24.926108374384235,-7.389162561576355,9.556650246305418,-7.819339434938321,-8.296856346995623,-10.157182650218862,0.0,0.0,0.0
BCG,Công ty Cổ phần Bamboo Capital,Tài chính đặc biệt,533467622,157.2411682406436,78.3336522045196,-44.02644837076248,26.48771113767181,-76.18447550255044,-307.109854422145,-95.19347997960647,-56.588251781094826,3.768003372073655,-40.405056750775884,-5.299968386809481,-611.8154889997215,-67.06245727739943,190.17696650548115,0.2895716904260418,5.840358714020397,-3.7312520243571985,1.2224256562777416,5.48011203117675,7.048131923839453,-51.62523900573614,-85.91459528362014,-104.20650095602295,1.2207050354082711,5.477522594780703,7.046441566571462,6.122448979591843,264.9234693877551,39.231049562682216
BCM,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Bất động sản,1035000000,197.3420508495506,-71.75534957865439,-44.78567327287353,-33.186731542072465,318.46590909090907,-80.22136281090727,-78.44573985750456,-84.91535180935031,-61.17329999182662,-65.03497986476367,-43.18549821179662,-72.29945787459292,-54.979977764003266,-31.80829815913496,0.14783719394743586,-0.030277704916020824,0.7783550575974909,-4.057045227977272,-3.385813210393449,-3.522858722369427,-12.485875706214689,-30.677966101694917,-73.2768361581921,-4.058342147748149,-3.3847352892055893,-3.5239102599788454,1.6406249999999927,31.953125,226.93359374999994
BFC,Công ty Cổ phần Phân bón Bình Điền,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",57167993,3.192798707784336,-48.2295863097877,29.313462002893626,18.529554613355035,-79.73313254499223,-132.40070436313832,-2.8703313611635193,1227.4609695973706,-29.128592033260627,23.20523016825052,42.96148566669815,-231.11638954869358,222.95511297886594,391.96662403313235,-3.6218684011020192,-11.963539274836537,-15.428914964577226,-6.346085831867089,-9.723083388702843,-6.530617982931886,-61.29032258064516,-62.365591397849464,-10.354440461967343,-6.344909267797471,-9.720400998265724,-6.5310266063195295,153.6731634182909,184.8575712143928,25.93703148425788
BHN,Tổng Công ty Cổ phần Bia - Rượu - Nước giải khát Hà Nội,Sản xuất bia,231800000,43.911738340685524,26.209590831283094,-13.48351578627405,-2.5918496473179764,60.730453885685144,476.2645513546925,-74.95619798510731,-3.402616470175746,1.158417768853282,-51.944595272976876,-14.829616121464209,-72.69438979981354,-94.41811196969623,-13.928604552399456,1.6977970801879698,-32.41355472470758,-3.0457233170711113,0.4496305919199946,-0.0792046510961607,2.6359956299842193,10.471204188481675,2.722513089005236,1.3089005235602094,0.450135477668036,-0.07866445240800629,2.639629403024211,-18.314606741573037,-17.52808988764045,-14.943820224719095
BIC,Tổng Công ty Cổ phần Bảo Hiểm Ngân hàng Đầu tư và Phát triển Việt Nam,Bảo hiểm phi nhân thọ,117276895,14.034397863675053,39.892616885153686,33.136113287188834,32.82254994071824,31.32928055143363,5.687588868576071,204.3009829591793,83.62488791997046,10.554238424169238,23.08879004248672,27.05814088751267,-43.10759585945473,3.3576323079166057,-23.86353695874034,15.684263238013889,23.67646085509022,22.826540589749257,3.4442380589599715,-0.9897360137347652,2.7115266636481503,1.3049962714392245,31.580909768829233,46.71886651752423,3.4479633908749037,-0.9877214444293416,2.7139685560237417,1.8036072144288549,-23.74749498997996,-36.37274549098197
BID,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,Ngân hàng,5058523816,20.2526315198876,32.03009485341185,28.890064513757142,22.06272981168632,88.77113447060563,53.12895529743837,4.024065824401158,-13.169416342235516,7.640264810660824,14.50178247490085,10.985597126299785,30.625348600284017,29.600550355497642,9.471059159632953,-0.9574878806058948,-0.282125803403436,-0.12673510674616525,0.0,0.0,0.11791797164473586,10.393569844789358,11.557649667405766,7.732815964523281,5.41747572815534,9.563106796116505,14.281553398058252,8.411214953271031,0.6542056074766383,6.635514018691597
BKG,Công ty Cổ phần Đầu tư BKG Việt Nam,Hàng cá nhân,68199983,-16.20489350466467,-34.554483395780935,-57.11316814585759,-66.81854257914695,-78.19738167170192,-2.682926829268293,-83.42347756410257,-74.70075065936295,-28.57322914040837,-40.177296025544074,-36.76721844102737,153.40646651270208,-4.445727482678984,43.995381062355655,-11.586810331652147,-17.56266238728412,-20.466529115084825,0.5052979410600471,0.7292628776970163,1.027806302455927,-13.174946004319654,-42.33261339092873,-67.170626349892,0.5007824726134585,0.7276995305164319,1.0250391236306728,20.40816326530612,123.21428571428572,269.64285714285717
BMC,Công ty Cổ phần Khoáng sản Bình Định,Khai khoáng,12392630,10.004236091499576,-38.88459717411349,-42.25491859994517,131.44795226194725,-21.290140048097328,-2.009499451954695,-34.224489795918366,86.04507564062982,-47.53225081830435,-5.374066705175107,-2.915944633421047,-51.79726815240834,15.851905104241553,8.303378864126527,-4.055123609106569,24.47506867172587,51.678383537408635,1.232463134095849,-2.009071149242003,0.7596053544595222,-0.29036004645760743,-15.969802555168409,-2.9036004645760745,1.2300683371298406,-2.010250569476082,0.7574031890660592,7.313642756680725,33.61462728551336,26.160337552742618
